rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,884085,花掉马斯克的金钱,7.5,104971,92973,11998,103450,91634,11816,63,53,10,0,0,0,15,🟢 自然增长为主
2,860950,翡翠经营模拟器,8.9,841710,837080,4630,774023,769967,4056,1663,1651,12,0,0,0,0,✅ 自然增长
3,840742,SBTI人格测试,8.3,737852,734779,3073,716990,714165,2825,1138,1135,3,0,0,0,15,🟢 自然增长为主
4,873826,训练前额叶,9.6,160159,157794,2365,151206,149013,2193,539,535,4,0,0,0,0,✅ 自然增长
5,837881,伪人超市,7.1,75895,73721,2174,76426,74265,2161,69,68,1,0,0,0,15,🟢 自然增长为主
6,892137,我的火比你的更大,8.9,44501,42616,1885,41507,39758,1749,175,163,12,0,0,0,0,✅ 自然增长
7,899626,判卷捞人,7.7,2945,1217,1728,2814,1159,1655,7,4,3,0,0,0,0,✅ 自然增长
8,902393,百代人生,7.8,11254,9567,1687,10462,8916,1546,28,25,3,0,0,0,0,✅ 自然增长
9,838249,真实外卖模拟器,7.6,222445,220767,1678,209724,208216,1508,387,387,0,0,0,0,30,🟢 自然增长为主
10,898562,诡异复苏,7.3,20996,19549,1447,19550,18234,1316,79,73,6,0,0,0,0,✅ 自然增长
11,884513,指点江山,8.0,16314,14869,1445,15087,13734,1353,113,101,12,0,0,0,0,✅ 自然增长
12,886560,三国：合字成军,8.5,21827,20385,1442,19351,18118,1233,46,44,2,0,0,0,0,✅ 自然增长
13,863515,边境检查站,7.2,139228,137879,1349,136796,135482,1314,115,113,2,0,0,0,0,✅ 自然增长
14,901050,推理密码,9.7,8490,7171,1319,8019,6784,1235,27,24,3,0,0,0,0,✅ 自然增长
15,861470,天机六爻,9.1,123329,122018,1311,115597,114400,1197,319,317,2,0,0,0,0,✅ 自然增长
16,885492,FPS练枪模拟器,8.7,17063,15758,1305,17397,16068,1329,14,14,0,0,0,0,30,🟢 自然增长为主
17,895544,伐木模拟器,9.2,24332,23043,1289,21364,20285,1079,75,72,3,0,0,0,0,✅ 自然增长
18,838601,开局觉醒超神级天赋,8.5,90235,88973,1262,76247,75154,1093,148,147,1,0,0,0,15,🟢 自然增长为主
19,903746,野生狗奶厂,9.4,1836,619,1217,1706,594,1112,27,18,9,0,0,0,0,✅ 自然增长
20,848057,灵瞳觉醒：横扫古董市场,7.8,102644,101507,1137,88379,87385,994,310,309,1,0,0,0,15,🟢 自然增长为主
21,898614,组建班底打天下,9.0,15792,14693,1099,14266,13327,939,31,29,2,0,0,0,0,✅ 自然增长
22,866286,足球经理：冠军之路,9.4,61821,60723,1098,55631,54671,960,493,491,2,0,0,0,0,✅ 自然增长
23,867071,翡翠传奇：赌石人生模拟,8.7,76393,75314,1079,70372,69393,979,365,359,6,0,0,0,0,✅ 自然增长
24,903441,回转寿司王,8.7,1666,592,1074,1535,548,987,10,5,5,0,0,0,0,✅ 自然增长
25,891653,木筏生存：抛与钓,8.4,13291,12219,1072,11808,10854,954,62,57,5,0,0,0,0,✅ 自然增长
26,892961,末日囤货计划,8.8,13043,12012,1031,11835,10871,964,72,71,1,0,0,0,15,🟢 自然增长为主
27,848359,无限合成进化系统,7.0,48015,47005,1010,39756,38929,827,86,86,0,0,0,0,30,🟢 自然增长为主
28,876754,MBTI人格：你像哪位历史皇帝,7.8,31197,30206,991,29564,28634,930,48,47,1,0,0,0,0,✅ 自然增长
29,873342,红娘婚介所,7.7,9409,8421,988,8784,7896,888,22,21,1,0,0,0,0,✅ 自然增长
30,880898,瓶中恋人,9.6,44764,43791,973,41857,40983,874,547,539,8,0,0,0,0,✅ 自然增长
31,827624,每日塔罗,8.2,191405,190443,962,181519,180652,867,207,207,0,0,0,0,0,✅ 自然增长
32,902150,幸运弹球,9.7,4193,3238,955,3711,2871,840,17,16,1,0,0,0,0,✅ 自然增长
33,816605,修仙前传,9.3,211545,210596,949,188637,187878,759,996,993,3,0,0,0,0,✅ 自然增长
34,904220,矿石粉碎者,6.9,1853,918,935,1697,829,868,10,5,5,0,0,0,0,✅ 自然增长
35,859938,棋类合集,7.0,17535,16609,926,16599,15741,858,24,23,1,0,0,0,0,✅ 自然增长
36,842892,心理测试大全,9.4,9961,9043,918,9469,8586,883,28,25,3,0,0,0,0,✅ 自然增长
37,903202,Scrapline：废品线,8.8,1742,830,912,1582,753,829,10,5,5,0,0,0,0,✅ 自然增长
38,903729,我的篮球生涯,8.6,4869,4001,868,4543,3745,798,18,16,2,0,0,0,0,✅ 自然增长
39,875520,小兵的故事,7.4,43861,43003,858,38880,38143,737,75,75,0,0,0,0,0,✅ 自然增长
40,882289,画完别忘,7.9,31808,30977,831,30573,29773,800,55,53,2,0,0,0,0,✅ 自然增长
41,874896,匡扶汉室,9.0,28149,27370,779,25181,24486,695,179,174,5,0,0,0,0,✅ 自然增长
42,905447,Ref修仙模拟器,7.0,1525,747,778,1518,747,771,8,6,2,0,0,0,0,✅ 自然增长
43,840185,愚公移山,8.8,71432,70663,769,61191,60559,632,388,389,-1,0,0,0,0,✅ 自然增长
44,875570,人生副本,6.3,34773,34036,737,33840,33121,719,46,45,1,0,0,0,0,✅ 自然增长
45,903376,模拟高中：我是校长,8.9,1881,1150,731,1757,1068,689,15,12,3,0,0,0,0,✅ 自然增长
46,865686,臭水酒馆,9.2,39863,39134,729,35099,34447,652,129,127,2,0,0,0,0,✅ 自然增长
47,899625,静心拼图,8.9,4654,3930,724,4470,3776,694,18,16,2,0,0,0,0,✅ 自然增长
48,838108,FPS练枪房,6.8,248683,247979,704,262748,262061,687,175,175,0,0,0,0,0,✅ 自然增长
49,886065,矿石粉碎工厂,9.4,22062,21360,702,18529,17958,571,79,79,0,0,0,0,0,✅ 自然增长
50,823001,十六型人格测试,9.0,83820,83127,693,78014,77407,607,159,158,1,0,0,0,0,✅ 自然增长
51,887223,公式对决,9.2,26474,25783,691,24997,24338,659,95,94,1,0,0,0,0,✅ 自然增长
52,888613,开局攻击只有1,7.5,24435,23746,689,19451,18910,541,47,47,0,0,0,0,0,✅ 自然增长
53,903472,重生！我的水滴无限大,9.8,986,346,640,881,299,582,5,3,2,0,0,0,0,✅ 自然增长
54,857828,WHISTLES 裁判模拟,8.2,59356,58721,635,57367,56768,599,124,124,0,0,0,0,0,✅ 自然增长
55,858379,无尽合成传奇,8.9,69094,68460,634,53409,52937,472,518,514,4,0,0,0,0,✅ 自然增长
56,885311,神明模拟器,7.8,19091,18470,621,17236,16671,565,56,53,3,0,0,0,0,✅ 自然增长
57,825610,易经101,9.6,197964,197347,617,188325,187762,563,972,970,2,0,0,0,0,✅ 自然增长
58,887423,吐司JUMP,9.7,13822,13214,608,13060,12472,588,102,101,1,0,0,0,0,✅ 自然增长
59,903342,我的大学时代,8.2,2135,1544,591,2033,1477,556,13,9,4,0,0,0,0,✅ 自然增长
60,867801,地府打工魂,7.8,23927,23341,586,19169,18698,471,123,120,3,0,0,0,0,✅ 自然增长
61,884773,细胞变异模拟器,8.1,28960,28378,582,25891,25389,502,49,49,0,0,0,0,0,✅ 自然增长
62,834320,中国象棋,7.5,37308,36729,579,36192,35664,528,70,68,2,0,0,0,0,✅ 自然增长
63,894172,金币推推乐,7.1,10632,10053,579,9853,9321,532,34,34,0,0,0,0,0,✅ 自然增长
64,886749,高中生活模拟器,9.1,14497,13924,573,13644,13121,523,80,78,2,0,0,0,0,✅ 自然增长
65,841829,虫族模拟器,8.9,96546,95974,572,86155,85655,500,195,194,1,0,0,0,0,✅ 自然增长
66,898310,生于大唐：人生模拟器,8.4,4377,3806,571,4067,3549,518,13,13,0,0,0,0,0,✅ 自然增长
67,839616,当我老了,9.8,71274,70716,558,66252,65727,525,482,479,3,0,0,0,0,✅ 自然增长
68,873244,手机制造模拟器2,7.6,35388,34831,557,33069,32559,510,209,206,3,0,0,0,0,✅ 自然增长
69,871558,从史莱姆开始：吞噬万物,8.1,62827,62298,529,53993,53562,431,147,145,2,0,0,0,0,✅ 自然增长
70,835393,元素幸存者,8.8,71740,71213,527,63965,63515,450,753,745,8,0,0,0,0,✅ 自然增长
71,877746,每秒1属性，3天打爆星河,8.5,13314,12789,525,11136,10701,435,52,49,3,0,0,0,0,✅ 自然增长
72,848143,FPS反应训练器,5.3,94665,94142,523,98111,97625,486,36,36,0,0,0,0,0,✅ 自然增长
73,878198,抽卡文明,6.8,30134,29611,523,26206,25773,433,39,39,0,0,0,0,0,✅ 自然增长
74,876632,便当拼切物语,8.4,59401,58879,522,54834,54375,459,39,39,0,0,0,0,0,✅ 自然增长
75,880247,百世家族·轮回修仙,7.8,26661,26143,518,23605,23151,454,164,163,1,0,0,0,0,✅ 自然增长
76,876002,越跳越有钱,7.8,74975,74462,513,65120,64691,429,474,472,2,0,0,0,0,✅ 自然增长
77,894299,侏罗纪公园：失落之岛,7.5,6771,6261,510,6709,6204,505,12,11,1,0,0,0,0,✅ 自然增长
78,889765,深夜小卖部,9.3,14443,13945,498,12587,12166,421,21,20,1,0,0,0,0,✅ 自然增长
79,867260,像素末日：我的避难所,7.5,16967,16476,491,15563,15106,457,79,78,1,0,0,0,0,✅ 自然增长
80,871150,出海去钓鱼,8.3,75090,74600,490,69501,69052,449,111,109,2,0,0,0,0,✅ 自然增长
81,841851,末日来访者,8.4,42125,41635,490,37700,37252,448,243,242,1,0,0,0,0,✅ 自然增长
82,868941,从零开始经营魔杖工坊,9.4,35424,34934,490,31204,30781,423,79,74,5,0,0,0,0,✅ 自然增长
83,835198,金牌客服,7.1,119931,119446,485,112174,111755,419,202,200,2,0,0,0,0,✅ 自然增长
84,905077,赛马马会与评磅员打分模拟器,9.8,927,444,483,891,428,463,13,9,4,0,0,0,0,✅ 自然增长
