rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,884085,花掉马斯克的金钱,7.5,265767,254598,11169,261322,250360,10962,151,148,3,0,0,0,30,🟢 自然增长为主
2,913692,七宗罪与七美德测试,7.9,16254,10051,6203,15829,9734,6095,39,29,10,0,0,0,0,✅ 自然增长
3,860950,翡翠经营模拟器,9.0,900229,894959,5270,824533,819922,4611,1776,1763,13,0,0,0,0,✅ 自然增长
4,899626,判卷捞人,8.0,45393,41955,3438,43336,40037,3299,53,49,4,0,0,0,0,✅ 自然增长
5,898983,外卖单王模拟器,8.7,19736,16727,3009,18761,15918,2843,58,50,8,0,0,0,0,✅ 自然增长
6,873826,训练前额叶,9.6,195442,192696,2746,184365,181765,2600,646,639,7,0,0,0,0,✅ 自然增长
7,837881,伪人超市,7.0,106652,104078,2574,107582,104972,2610,81,79,2,0,0,0,15,🟢 自然增长为主
8,840742,SBTI人格测试,8.3,773380,770890,2490,749007,746772,2235,1211,1206,5,0,0,0,0,✅ 自然增长
9,861470,天机六爻,9.1,143083,140937,2146,133911,131871,2040,362,355,7,0,0,0,0,✅ 自然增长
10,884513,指点江山,8.3,35559,33451,2108,32757,30807,1950,248,225,23,0,0,0,0,✅ 自然增长
11,848057,灵瞳觉醒：横扫古董市场,7.8,127811,125726,2085,109604,107857,1747,328,327,1,0,0,0,15,🟢 自然增长为主
12,892961,末日囤货计划,8.8,29850,27772,2078,27081,25177,1904,135,131,4,0,0,0,0,✅ 自然增长
13,838249,真实外卖模拟器,7.7,249888,247973,1915,234181,232498,1683,407,407,0,0,0,0,30,🟢 自然增长为主
14,867071,翡翠传奇：赌石人生模拟,8.7,99537,97681,1856,91609,89938,1671,444,438,6,0,0,0,0,✅ 自然增长
15,895177,废车拆出一个亿,8.5,21560,19757,1803,19877,18232,1645,33,32,1,0,0,0,15,🟢 自然增长为主
16,863515,边境检查站,7.2,158288,156501,1787,155174,153412,1762,128,128,0,0,0,0,30,🟢 自然增长为主
17,895544,伐木模拟器,8.9,39750,38005,1745,34540,33026,1514,106,103,3,0,0,0,0,✅ 自然增长
18,912677,黑洞无限大,8.8,2080,354,1726,1857,321,1536,10,6,4,0,0,0,0,✅ 自然增长
19,838601,开局觉醒超神级天赋,8.6,112256,110538,1718,94509,93133,1376,163,162,1,0,0,0,15,🟢 自然增长为主
20,899625,静心拼图,8.2,24406,22776,1630,23428,21880,1548,70,63,7,0,0,0,0,✅ 自然增长
21,898562,诡异复苏,7.9,37490,35875,1615,34860,33350,1510,155,143,12,0,0,0,0,✅ 自然增长
22,848359,无限合成进化系统,6.7,66618,65035,1583,54466,53265,1201,103,101,2,0,0,0,0,✅ 自然增长
23,874896,匡扶汉室,9.1,42521,40955,1566,37871,36517,1354,220,218,2,0,0,0,0,✅ 自然增长
24,875570,人生副本,6.3,52218,50760,1458,51006,49567,1439,62,59,3,0,0,0,0,✅ 自然增长
