rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,919382,逐鹿十三州,8.4,27540,23444,4096,26715,22903,3812,87,78,9,2,2,0,0,✅ 自然增长
2,911108,奖来：彩票中了7000万之后的人生启动！,7.6,78155,74946,3209,74964,71966,2998,122,118,4,10,10,0,0,✅ 自然增长
3,884085,花掉马斯克的金钱,7.5,415086,412129,2957,405996,403230,2766,189,188,1,137,130,7,15,🟢 自然增长为主
4,861470,天机六爻,9.2,206359,203522,2837,193774,191159,2615,484,481,3,0,0,0,0,✅ 自然增长
5,881884,荒野迷途,8.2,2614,0,2614,2549,2365,184,17,15,2,134,134,0,40,🟡 可能有广告
6,907735,吃点·外卖模拟器,9.1,104111,101522,2589,101538,99045,2493,259,254,5,0,0,0,0,✅ 自然增长
7,902150,幸运弹球,9.1,68773,66422,2351,59552,57592,1960,117,114,3,0,0,0,0,✅ 自然增长
8,928522,世代相亲模拟器,8.4,10554,8283,2271,10128,7982,2146,21,19,2,2,2,0,15,🟢 自然增长为主
9,880097,灵异直播间,8.6,92573,90525,2048,80617,78959,1658,282,281,1,0,0,0,15,🟢 自然增长为主
10,930857,化龙模拟器,8.4,9999,7996,2003,9516,7659,1857,21,20,1,0,0,0,15,🟢 自然增长为主
11,922540,财富磨坊,8.9,49977,48023,1954,42937,41364,1573,111,110,1,0,0,0,15,🟢 自然增长为主
12,916617,我靠死亡升级,8.0,6009,4063,1946,5073,3412,1661,29,20,9,0,0,0,0,✅ 自然增长
13,873826,训练前额叶,9.6,241887,240072,1815,227945,226253,1692,742,735,7,0,0,0,0,✅ 自然增长
14,904067,完美清洁公司,8.5,56523,54781,1742,52676,51107,1569,41,41,0,0,0,0,30,🟢 自然增长为主
15,932608,明末士卒晋升模拟器,8.1,9930,8290,1640,9638,8128,1510,36,31,5,7,8,-1,0,✅ 自然增长
16,928625,扫叶闲庭,8.1,4822,3201,1621,4584,3067,1517,8,7,1,0,0,0,15,🟢 自然增长为主
17,933294,砸烂银行,8.7,4449,2863,1586,4192,2715,1477,12,6,6,0,0,0,0,✅ 自然增长
18,840185,愚公移山,8.8,117767,116185,1582,98656,97411,1245,390,390,0,16,16,0,30,🟢 自然增长为主
19,898983,外卖单王模拟器,8.7,72114,70549,1565,68026,66634,1392,141,138,3,0,0,0,0,✅ 自然增长
20,932002,天庭升官模拟器：我太想进步了,7.7,9967,8467,1500,9988,8530,1458,15,13,2,0,0,0,0,✅ 自然增长
21,929702,斗气大陆模拟器,8.1,8747,7249,1498,8458,7036,1422,29,25,4,0,0,0,0,✅ 自然增长
22,860950,翡翠经营模拟器,9.0,966394,964923,1471,880219,879116,1103,1883,1881,2,0,0,0,0,✅ 自然增长
23,848359,无限合成进化系统,6.5,101225,99766,1459,81440,80285,1155,116,115,1,0,0,0,15,🟢 自然增长为主
24,934386,从摆摊开始,7.9,2730,1283,1447,2565,1219,1346,31,18,13,7,7,0,0,✅ 自然增长
25,899626,判卷捞人,8.3,94311,92876,1435,89665,88341,1324,83,83,0,2,2,0,30,🟢 自然增长为主
26,880247,百世家族·轮回修仙,7.6,65082,63715,1367,56481,55362,1119,229,228,1,24,24,0,15,🟢 自然增长为主
27,919627,斗宠传说,9.2,3348,2014,1334,3085,1865,1220,25,17,8,45,46,-1,0,✅ 自然增长
28,913692,七宗罪与七美德测试,8.2,53565,52264,1301,52079,50882,1197,89,89,0,33,33,0,30,🟢 自然增长为主
29,874896,匡扶汉室,9.0,85993,84696,1297,76412,75327,1085,314,311,3,0,0,0,0,✅ 自然增长
30,840742,SBTI人格测试,8.4,808556,807271,1285,780531,779384,1147,1235,1235,0,0,0,0,30,🟢 自然增长为主
31,898562,诡异复苏,8.0,64671,63478,1193,59990,58940,1050,239,237,2,0,0,0,0,✅ 自然增长
32,861124,虾仁冒险记,7.7,58367,57191,1176,45832,44959,873,74,72,2,0,0,0,0,✅ 自然增长
33,867801,地府打工魂,7.4,67615,66443,1172,53725,52838,887,158,156,2,0,0,0,0,✅ 自然增长
34,916480,画一条鱼,9.5,14621,13454,1167,14387,13217,1170,241,227,14,22,22,0,0,✅ 自然增长
35,895177,废车拆出一个亿,8.6,74180,73022,1158,68210,67263,947,59,58,1,0,0,0,15,🟢 自然增长为主
