rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,43639,我的世界：移动版,6.5,66120160,65990476,129684,38917867,38860686,57181,122879,122749,130,473142,473142,0,0,✅ 自然增长
2,165287,Phigros,9.5,53753453,53682544,70909,18134757,18105994,28763,104195,104158,37,49397,49398,-1,15,🟢 自然增长为主
3,168332,原神,7.9,91325403,91267238,58165,38633027,38613769,19258,504861,504712,149,3114831,3114839,-8,5,✅ 自然增长
4,815993,TapAim,7.1,3930333,3876909,53424,2841899,2809861,32038,1180,1165,15,29521,29521,0,30,🟢 自然增长为主
5,225869,满庭芳・宋上繁华,8.7,47766,0,47766,371666,368720,2946,1129,1085,44,378090,377919,171,40,🟡 可能有广告
6,714119,异环,7.1,8112589,8070609,41980,9204195,9187397,16798,61266,60950,316,6289762,6289953,-191,0,✅ 自然增长
7,206776,蛋仔派对,7.8,39669207,39629038,40169,37752851,37700647,52204,49182,49107,75,249538,249538,0,0,✅ 自然增长
8,45213,心动小镇,8.5,60117944,60079843,38101,39151153,39133850,17303,244712,244505,207,2403057,2403076,-19,0,✅ 自然增长
9,58881,香肠派对,8.6,274502377,274468140,34237,43179874,43171783,8091,730533,730507,26,850340,850341,-1,25,🟢 自然增长为主
10,241790,Phigrim（TapTap测试版）,8.0,4542553,4509497,33056,2943913,2924870,19043,4676,4663,13,374936,374938,-2,15,🟢 自然增长为主
11,278604,米加小镇世界,7.5,10153341,10127277,26064,4792142,4779290,12852,19281,19232,49,0,0,0,0,✅ 自然增长
12,714123,超自然行动组,7.1,17808118,17786106,22012,12373168,12355535,17633,38559,38396,163,2809,2809,0,0,✅ 自然增长
13,62448,光·遇,7.9,44592366,44570686,21680,22076838,22061556,15282,137099,137064,35,1082100,1082101,-1,0,✅ 自然增长
14,884591,变色龙躲猫猫,8.2,306853,285758,21095,224240,209805,14435,568,516,52,5307,5307,0,0,✅ 自然增长
15,330259,三角洲行动,5.5,20545738,20525006,20732,33599112,33544083,55029,49962,49797,165,3624430,3624453,-23,0,✅ 自然增长
