rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,43639,我的世界：移动版,6.5,65724997,65604493,120504,38745588,38694809,50779,122487,122368,119,473142,473142,0,15,🟢 自然增长为主
2,716674,盗墓笔记：启程,8.5,75113,0,75113,464297,458774,5523,1147,1109,38,435222,434139,1083,50,🟡 可能有广告
3,165287,Phigros,9.5,53530287,53460720,69567,18045248,18017850,27398,104066,104033,33,49398,49398,0,25,🟢 自然增长为主
4,815993,TapAim,7.0,3781455,3744362,37093,2747342,2722340,25002,1144,1134,10,29521,29521,0,30,🟢 自然增长为主
5,206776,蛋仔派对,7.8,39549620,39512853,36767,37599807,37555549,44258,48986,48920,66,249539,249539,0,0,✅ 自然增长
6,45213,心动小镇,8.5,60002613,59967513,35100,39099899,39084945,14954,244040,243815,225,2403116,2403135,-19,0,✅ 自然增长
7,892953,高三最后300天,9.5,122456,91436,31020,118911,88054,30857,793,654,139,0,0,0,0,✅ 自然增长
8,58881,香肠派对,8.6,274401043,274370544,30499,43156490,43149632,6858,730448,730406,42,850342,850342,0,5,✅ 自然增长
9,278604,米加小镇世界,7.5,10066590,10038106,28484,4750574,4736900,13674,19063,18988,75,0,0,0,0,✅ 自然增长
10,798699,完蛋！我被男同学包围了,9.6,94327,68849,25478,110076,82367,27709,841,714,127,3644,3427,217,0,✅ 自然增长
11,168332,原神,7.9,91166728,91143996,22732,38578307,38568112,10195,504291,504248,43,3114844,3114849,-5,0,✅ 自然增长
12,330259,三角洲行动,5.5,20482294,20462066,20228,33439048,33394240,44808,49490,49456,34,3624485,3624506,-21,0,✅ 自然增长
13,884591,变色龙躲猫猫,7.9,242689,222641,20048,180481,166932,13549,397,335,62,5307,5307,0,0,✅ 自然增长
14,62448,光·遇,7.9,44527425,44507514,19911,22032777,22020091,12686,137005,136978,27,1082102,1082105,-3,0,✅ 自然增长
15,241790,Phigrim（TapTap测试版）,8.0,4454733,4435259,19474,2892102,2879910,12192,4645,4636,9,374943,374943,0,15,🟢 自然增长为主
16,714123,超自然行动组,7.1,17745568,17726971,18597,12322716,12308375,14341,38099,38002,97,2809,2809,0,0,✅ 自然增长
17,714119,异环,7.1,8035964,8017749,18215,9171987,9164517,7470,60875,60839,36,6290282,6290429,-147,0,✅ 自然增长
18,760944,魂坠深境,8.8,185792,168603,17189,184813,171775,13038,3517,3123,394,73596,73651,-55,0,✅ 自然增长
19,2301,王者荣耀,5.0,53152209,53136850,15359,97005413,96956658,48755,370359,370293,66,4327,4327,0,0,✅ 自然增长
20,722210,无畏契约：源能行动,7.8,8243206,8228542,14664,16408093,16379590,28503,17833,17813,20,3844209,3844228,-19,0,✅ 自然增长
21,767047,超人飞行模拟器,5.9,86557,72585,13972,88193,75808,12385,139,131,8,6856,6856,0,15,🟢 自然增长为主
22,803846,栖云异梦3：溯源,9.5,13456,0,13456,31068,30195,873,113,108,5,30553,30577,-24,40,🟡 可能有广告
23,49995,第五人格,7.3,29823422,29810275,13147,22515889,22505107,10782,94214,94198,16,1531352,1531353,-1,0,✅ 自然增长
24,239372,燕云十六声,7.0,14813003,14799864,13139,10401493,10393376,8117,38532,38509,23,2168659,2168680,-21,0,✅ 自然增长
25,234493,绝区零,6.7,17550414,17538435,11979,13966641,13961412,5229,113789,113759,30,7223568,7223605,-37,0,✅ 自然增长
26,234280,鸣潮,7.1,23150850,23139935,10915,13268893,13264306,4587,154545,154517,28,4396853,4396879,-26,0,✅ 自然增长
27,34751,元气骑士,8.6,38141777,38130923,10854,20460288,20454001,6287,147653,147630,23,28382,28382,0,0,✅ 自然增长
28,223265,初音未来：缤纷舞台,7.8,5602921,5592434,10487,4102260,4096708,5552,13054,13035,19,1323787,1323794,-7,0,✅ 自然增长
29,716987,追迹迷城,9.2,72812,62325,10487,69743,62196,7547,657,537,120,38607,38567,40,0,✅ 自然增长
30,7054,迷你世界,3.8,17026654,17016476,10178,19055993,19032318,23675,118990,118977,13,796,796,0,0,✅ 自然增长
31,224267,崩坏：星穹铁道,7.5,32218155,32208095,10060,19540758,19535565,5193,129494,129478,16,4294578,4294596,-18,0,✅ 自然增长
32,70253,明日方舟,8.1,33890838,33880884,9954,12477481,12473383,4098,196173,196153,20,576092,576092,0,0,✅ 自然增长
