rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,43639,我的世界：移动版,6.6,68598700,68506580,92120,40013363,39974759,38604,125465,125397,68,473136,473136,0,15,🟢 自然增长为主
2,243110,王者万象棋,6.8,536895,482434,54461,1816885,1621873,195012,3348,3060,288,1185588,1185895,-307,0,✅ 自然增长
3,165287,Phigros,9.5,55080011,55029502,50509,18662081,18643775,18306,105151,105124,27,49397,49397,0,25,🟢 自然增长为主
4,168332,原神,7.9,92039757,92001136,38621,38935084,38922345,12739,506283,506231,52,3114674,3114674,0,5,✅ 自然增长
5,45213,心动小镇,8.6,61002338,60967023,35315,39530125,39516093,14032,249231,249074,157,2402559,2402572,-13,0,✅ 自然增长
6,206776,蛋仔派对,7.8,40537728,40502765,34963,38766981,38730869,36112,50623,50584,39,249502,249502,0,0,✅ 自然增长
7,330259,三角洲行动,5.5,21123443,21096185,27258,34732894,34689947,42947,52329,52251,78,3623961,3623967,-6,0,✅ 自然增长
8,62448,光·遇,7.9,45193632,45167549,26083,22390546,22378235,12311,138611,138584,27,1082056,1082058,-2,0,✅ 自然增长
9,58881,香肠派对,8.6,275198116,275172390,25726,43348125,43342130,5995,731068,731054,14,850335,850335,0,25,🟢 自然增长为主
10,714123,超自然行动组,7.0,18344178,18320003,24175,12722416,12708110,14306,41430,41307,123,2807,2807,0,0,✅ 自然增长
11,2301,王者荣耀,5.0,53629958,53611706,18252,98383394,98343906,39488,371912,371865,47,4327,4327,0,0,✅ 自然增长
12,815993,TapAim,7.2,4562648,4545411,17237,3247656,3236711,10945,1343,1329,14,29521,29521,0,15,🟢 自然增长为主
13,12492,阴阳师,7.4,14358187,14341371,16816,5185013,5176909,8104,59387,59372,15,9636,9636,0,15,🟢 自然增长为主
14,49995,第五人格,7.3,30245668,30229103,16565,22820958,22810294,10664,94904,94880,24,1531324,1531324,0,0,✅ 自然增长
15,234493,绝区零,6.7,17898325,17883460,14865,14112461,14106485,5976,114422,114403,19,7221917,7221944,-27,0,✅ 自然增长
16,224267,崩坏：星穹铁道,7.5,32652004,32637256,14748,19713845,19707772,6073,130947,130910,37,4293927,4293941,-14,0,✅ 自然增长
17,234280,鸣潮,7.1,23634447,23620278,14169,13446170,13440611,5559,155654,155630,24,4395812,4395829,-17,5,✅ 自然增长
18,278604,米加小镇世界,7.6,10467179,10453214,13965,4962359,4956176,6183,19953,19916,37,0,0,0,0,✅ 自然增长
19,241790,Phigrim（TapTap测试版）,8.0,5014312,5000525,13787,3223359,3215174,8185,4844,4841,3,374871,374873,-2,30,🟢 自然增长为主
20,223265,初音未来：缤纷舞台,7.8,5906373,5892692,13681,4254322,4248187,6135,13548,13526,22,1323462,1323470,-8,0,✅ 自然增长
21,714119,异环,7.1,8638416,8624854,13562,9409537,9403753,5784,63418,63407,11,6285269,6285376,-107,15,🟢 自然增长为主
22,921865,军旅,7.5,211662,198151,13511,204916,191800,13116,757,699,58,0,0,0,0,✅ 自然增长
23,139301,使命召唤手游,7.6,13238318,13225268,13050,20046923,20037137,9786,73024,73009,15,3724648,3724652,-4,0,✅ 自然增长
24,722210,无畏契约：源能行动,7.7,8650166,8637251,12915,17232984,17208580,24404,18376,18362,14,3843356,3843370,-14,0,✅ 自然增长
25,239372,燕云十六声,7.1,15238527,15225624,12903,10627026,10620175,6851,39350,39329,21,2167811,2167827,-16,0,✅ 自然增长
26,221062,重返未来：1999,7.3,10970225,10957867,12358,6314921,6312083,2838,56014,56004,10,1624153,1624163,-10,25,🟢 自然增长为主
27,130651,战双帕弥什,8.1,18384280,18372582,11698,7967260,7963090,4170,139505,139494,11,1091164,1091165,-1,25,🟢 自然增长为主
28,70253,明日方舟,8.1,34224809,34213630,11179,12616986,12611875,5111,196549,196547,2,576074,576074,0,30,🟢 自然增长为主
29,928422,心动的公寓,8.6,32814,21957,10857,31315,20877,10438,75,65,10,0,0,0,15,🟢 自然增长为主
30,70056,和平精英,7.1,55530537,55520165,10372,85080326,85046673,33653,197892,197888,4,2231609,2231609,0,15,🟢 自然增长为主
31,281223,诡秘之主,7.0,2073077,2062924,10153,3028232,3024080,4152,19297,19251,46,2262550,2262880,-330,0,✅ 自然增长
32,54031,植物大战僵尸2,6.2,15680620,15670947,9673,10180418,10171591,8827,26134,26122,12,0,0,0,0,✅ 自然增长
33,866257,塔塔冒险队,5.8,128586,119392,9194,134954,124804,10150,556,511,45,11554,11559,-5,0,✅ 自然增长
34,176937,金铲铲之战,6.4,16021263,16012242,9021,30494543,30481943,12600,38831,38807,24,1310826,1310827,-1,0,✅ 自然增长
35,904789,会战之优势在我,6.4,8901,0,8901,8403,7853,550,47,47,0,22,16,6,75,🔴 高概率广告导入
36,767047,超人飞行模拟器,5.2,337828,329097,8731,297451,290677,6774,281,275,6,6850,6850,0,15,🟢 自然增长为主
37,2247,火影忍者,6.0,15187772,15179098,8674,26623772,26607382,16390,66838,66817,21,3,3,0,0,✅ 自然增长
38,892953,高三最后300天,9.4,611692,603221,8471,590540,582514,8026,2862,2838,24,0,0,0,0,✅ 自然增长
39,4,地铁跑酷,6.9,19132639,19124278,8361,17436482,17427926,8556,14400,14393,7,0,0,0,15,🟢 自然增长为主
40,188212,洛克王国：世界,7.3,6714660,6707156,7504,11150813,11143978,6835,70899,70875,24,3895544,3895601,-57,0,✅ 自然增长
41,884085,花掉马斯克的金钱,7.4,395997,388530,7467,387617,380382,7235,187,185,2,92,84,8,30,🟢 自然增长为主
42,194610,泰拉瑞亚,8.9,18584198,18576932,7266,8170170,8167896,2274,116347,116327,20,1266666,1266668,-2,5,✅ 自然增长
43,760944,魂坠深境,8.7,405703,398543,7160,367775,360873,6902,7882,7727,155,72985,72992,-7,0,✅ 自然增长
44,34751,元气骑士,8.6,38429369,38422428,6941,20637852,20633211,4641,148158,148147,11,28380,28380,0,0,✅ 自然增长
45,382099,龙族：卡塞尔之门,7.1,2896466,2889599,6867,2491405,2487873,3532,7596,7579,17,580629,580634,-5,0,✅ 自然增长
46,7054,迷你世界,3.8,17279314,17272702,6612,19662737,19645841,16896,119415,119403,12,796,796,0,0,✅ 自然增长
47,907735,吃点·外卖模拟器,9.2,86416,80429,5987,83956,78091,5865,216,204,12,0,0,0,0,✅ 自然增长
48,232326,明日方舟：终末地,6.1,6165644,6159761,5883,7021121,7018360,2761,95262,95211,51,4438012,4438052,-40,0,✅ 自然增长
49,827946,攀爬动物,8.7,1783639,1778066,5573,1286876,1283610,3266,3780,3767,13,78,78,0,0,✅ 自然增长
50,316964,蔚蓝档案,8.5,6653735,6648222,5513,3866404,3863322,3082,21916,21904,12,877419,877423,-4,0,✅ 自然增长
51,720041,潜水员戴夫,8.9,2589592,2584182,5410,3151254,3147602,3652,10877,10869,8,1535092,1535107,-15,0,✅ 自然增长
52,922296,打造国际都市,8.5,51557,46150,5407,49709,44623,5086,248,238,10,0,0,0,0,✅ 自然增长
53,656640,我独自生活,9.0,3328416,3323080,5336,2842217,2837616,4601,9361,9353,8,119380,119382,-2,0,✅ 自然增长
54,848832,上岸模拟器,7.7,78497,73324,5173,77456,72350,5106,21,20,1,0,0,0,30,🟢 自然增长为主
55,171957,练枪皇帝,7.4,4390354,4385184,5170,3381655,3377989,3666,1631,1632,-1,64,64,0,50,🟡 可能有广告
56,884591,变色龙躲猫猫,8.4,602440,597332,5108,434397,430858,3539,1465,1456,9,11609,11384,225,0,✅ 自然增长
57,240388,小小梦魇,8.7,1554407,1549383,5024,2428626,2425238,3388,3689,3686,3,1470138,1470148,-10,15,🟢 自然增长为主
58,908506,天下归心,7.3,51565,46704,4861,47030,42539,4491,294,275,19,0,0,0,0,✅ 自然增长
59,911108,奖来：彩票中了7000万之后的人生启动！,7.6,62187,57420,4767,59546,54846,4700,100,93,7,10,10,0,0,✅ 自然增长
60,256335,土豆兄弟,6.8,5396610,5391852,4758,4092573,4089999,2574,6970,6963,7,394880,394881,-1,0,✅ 自然增长
61,227077,猛鬼宿舍,5.7,6981480,6976742,4738,3873309,3870181,3128,8935,8933,2,13690,13690,0,15,🟢 自然增长为主
62,191385,逆水寒,7.3,15193888,15189155,4733,10378871,10376168,2703,48497,48489,8,1775408,1775421,-13,0,✅ 自然增长
63,761143,奥术扳机,8.4,382311,377606,4705,343792,339708,4084,695,692,3,31445,31448,-3,15,🟢 自然增长为主
64,247977,再玩亿关,9.2,5760629,5756019,4610,3989479,3986683,2796,11956,11953,3,0,0,0,15,🟢 自然增长为主
65,900069,古玩人生,9.2,111651,107080,4571,104005,99816,4189,423,410,13,0,0,0,0,✅ 自然增长
66,915300,美式加油站经营模拟器,3.4,27617,23078,4539,21465,18560,2905,69,68,1,41,41,0,30,🟢 自然增长为主
67,844803,勇士之心,6.9,5466,932,4534,13947,12331,1616,115,85,30,10858,10895,-37,0,✅ 自然增长
68,747818,重返校园,5.8,1839014,1834513,4501,1639500,1635917,3583,1584,1583,1,119328,119265,63,30,🟢 自然增长为主
69,60809,喵斯快跑,8.9,16664936,16660523,4413,6149956,6149139,817,143833,143815,18,129736,129736,0,0,✅ 自然增长
70,716987,追迹迷城,9.4,289304,284932,4372,228227,225015,3212,2677,2638,39,39265,39265,0,0,✅ 自然增长
71,837252,崇祯直聘：明末官场沉浮模拟器,9.7,446138,441772,4366,413187,409374,3813,4272,4250,22,0,0,0,0,✅ 自然增长
72,256328,海底大猎杀,5.0,5023956,5019625,4331,3429935,3427254,2681,3234,3232,2,0,0,0,15,🟢 自然增长为主
73,215836,车祸模拟器,4.4,3648829,3644553,4276,2246440,2243876,2564,2118,2118,0,0,0,0,30,🟢 自然增长为主
74,923653,滴滴跑车：从负债开局开到临江首富,7.2,88820,84592,4228,85869,81879,3990,55,52,3,113,113,0,15,🟢 自然增长为主
75,883589,小偷公司,7.0,18121,13910,4211,19100,15362,3738,100,92,8,5103,5108,-5,0,✅ 自然增长
76,733908,失控进化,7.4,1832058,1827859,4199,4956578,4950632,5946,15474,15469,5,3156070,3156099,-29,0,✅ 自然增长
77,712249,手办模特,8.4,5070116,5065926,4190,4160777,4157653,3124,2429,2428,1,152844,152844,0,30,🟢 自然增长为主
78,838479,单机推理杀,9.7,830712,826569,4143,734343,730810,3533,2112,2110,2,0,0,0,15,🟢 自然增长为主
79,169380,真实公路摩托锦标赛,5.9,1775927,1771816,4111,996357,993238,3119,914,914,0,959,959,0,30,🟢 自然增长为主
80,233514,苍翼：混沌效应,9.0,5303398,5299321,4077,3314503,3312578,1925,14427,14427,0,539916,539923,-7,30,🟢 自然增长为主
81,903578,国运擂台：我召唤华夏诸神,7.3,85686,81610,4076,76550,72875,3675,143,141,2,0,0,0,15,🟢 自然增长为主
82,7698,可口的比萨,7.3,4734946,4730877,4069,3688578,3686137,2441,12678,12674,4,160686,160686,0,15,🟢 自然增长为主
83,397030,超级收纳馆2,4.5,5809955,5805929,4026,4261842,4259043,2799,3220,3217,3,42621,42605,16,15,🟢 自然增长为主
84,903194,诡世：你的星座决定你的异能,9.3,106047,102083,3964,96698,93094,3604,456,438,18,0,0,0,0,✅ 自然增长
85,845759,灵武世界,7.8,76624,72665,3959,58250,56434,1816,334,329,5,42156,42229,-73,0,✅ 自然增长
86,804298,我在园区搜打撤,7.4,75375,71622,3753,76284,73380,2904,748,732,16,26214,26220,-6,0,✅ 自然增长
87,813133,善良都市,4.3,449987,446267,3720,409111,406090,3021,686,684,2,97542,97183,359,15,🟢 自然增长为主
