rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,281223,诡秘之主,8.1,1559308,1442511,116797,2790330,2727833,62497,28863,25735,3128,2275823,2277268,-1445,0,✅ 自然增长
2,43639,我的世界：移动版,6.5,67271005,67157866,113139,39430309,39380202,50107,124203,124078,125,473141,473141,0,0,✅ 自然增长
3,165287,Phigros,9.5,54369036,54308270,60766,18384933,18360343,24590,104677,104638,39,49397,49397,0,15,🟢 自然增长为主
4,206776,蛋仔派对,7.8,40054484,40016418,38066,38226043,38179144,46899,49856,49794,62,249526,249527,-1,0,✅ 自然增长
5,815993,TapAim,7.1,4268185,4231140,37045,3053298,3028742,24556,1264,1256,8,29521,29521,0,30,🟢 自然增长为主
6,45213,心动小镇,8.6,60498113,60463035,35078,39321081,39305330,15751,247051,246838,213,2402853,2402867,-14,0,✅ 自然增长
7,58881,香肠派对,8.6,274813346,274782819,30527,43255564,43248277,7287,730844,730819,25,850338,850338,0,25,🟢 自然增长为主
8,168332,原神,7.9,91664270,91637572,26698,38771749,38759799,11950,505670,505609,61,3114773,3114782,-9,0,✅ 自然增长
9,714123,超自然行动组,7.1,18037330,18014258,23072,12529724,12514039,15685,39891,39751,140,2808,2808,0,0,✅ 自然增长
10,892953,高三最后300天,9.4,357470,334405,23065,347184,324989,22195,1977,1870,107,0,0,0,0,✅ 自然增长
11,241790,Phigrim（TapTap测试版）,8.0,4772675,4749909,22766,3079000,3065520,13480,4762,4752,10,374905,374908,-3,15,🟢 自然增长为主
12,62448,光·遇,7.9,44833822,44811863,21959,22215637,22203462,12175,137869,137840,29,1082088,1082090,-2,0,✅ 自然增长
13,714119,异环,7.1,8362195,8340352,21843,9299818,9291270,8548,62863,62776,87,6287838,6288019,-181,0,✅ 自然增长
14,234280,鸣潮,7.1,23373202,23352841,20361,13351574,13344559,7015,155134,155077,57,4396415,4396441,-26,5,✅ 自然增长
15,330259,三角洲行动,5.5,20744211,20724826,19385,34099661,34051674,47987,51337,51233,104,3624248,3624268,-20,0,✅ 自然增长
16,378464,菜鸡梦想家,8.9,316794,299147,17647,532829,528493,4336,5140,5048,92,505406,505592,-186,0,✅ 自然增长
17,2301,王者荣耀,5.0,53371779,53354446,17333,97707508,97658244,49264,371166,371101,65,4327,4327,0,0,✅ 自然增长
18,239372,燕云十六声,7.1,14997100,14980590,16510,10508007,10499389,8618,38825,38799,26,2168275,2168296,-21,0,✅ 自然增长
19,722210,无畏契约：源能行动,7.7,8447828,8432874,14954,16840190,16808805,31385,18191,18170,21,3843792,3843826,-34,0,✅ 自然增长
20,49995,第五人格,7.3,30019171,30004571,14600,22668040,22657242,10798,94581,94557,24,1531335,1531336,-1,0,✅ 自然增长
21,278604,米加小镇世界,7.5,10318420,10304089,14331,4881746,4873654,8092,19642,19607,35,0,0,0,0,✅ 自然增长
22,884591,变色龙躲猫猫,8.6,475710,461466,14244,343787,333595,10192,1111,1069,42,8543,8246,297,0,✅ 自然增长
23,798699,完蛋！我被男同学包围了,8.7,290539,276995,13544,322644,309223,13421,1668,1628,40,6013,5933,80,0,✅ 自然增长
24,884085,花掉马斯克的金钱,7.4,230985,218445,12540,227181,214925,12256,135,130,5,0,0,0,15,🟢 自然增长为主
25,77045,我的家长,6.2,163791,151467,12324,3042601,3032557,10044,23560,23534,26,2699947,2699981,-34,0,✅ 自然增长
26,224267,崩坏：星穹铁道,7.5,32376459,32364281,12178,19614568,19609167,5401,129974,129959,15,4294279,4294302,-23,0,✅ 自然增长
27,223265,初音未来：缤纷舞台,7.8,5748362,5737000,11362,4179031,4173188,5843,13287,13275,12,1323611,1323628,-17,0,✅ 自然增长
28,70056,和平精英,7.1,55380562,55369441,11121,84556115,84511630,44485,197760,197741,19,2231622,2231623,-1,0,✅ 自然增长
29,234493,绝区零,6.7,17692419,17681363,11056,14030959,14026253,4706,114090,114058,32,7222808,7222870,-62,0,✅ 自然增长
30,176937,金铲铲之战,6.5,15804652,15794047,10605,30218230,30205541,12689,38381,38360,21,1310872,1310874,-2,0,✅ 自然增长
31,256335,土豆兄弟,6.9,5305205,5295126,10079,4045774,4041029,4745,6721,6717,4,395024,395034,-10,15,🟢 自然增长为主
32,34751,元气骑士,8.6,38278159,38268286,9873,20545457,20539429,6028,147937,147921,16,28381,28381,0,0,✅ 自然增长
33,7054,迷你世界,3.8,17161460,17151683,9777,19388272,19364282,23990,119213,119192,21,796,796,0,0,✅ 自然增长
34,4,地铁跑酷,6.9,19008353,18998702,9651,17295589,17284452,11137,14349,14343,6,0,0,0,15,🟢 自然增长为主
35,54031,植物大战僵尸2,6.1,15459129,15449843,9286,10011700,10002767,8933,25714,25705,9,0,0,0,15,🟢 自然增长为主
36,194610,泰拉瑞亚,8.9,18458101,18449008,9093,8133975,8131543,2432,115961,115922,39,1266718,1266720,-2,0,✅ 自然增长
37,232326,明日方舟：终末地,6.1,6039771,6031670,8101,6970302,6966657,3645,94139,94093,46,4439185,4439263,-78,0,✅ 自然增长
38,70253,明日方舟,8.1,34000179,33992245,7934,12529094,12525422,3672,196314,196306,8,576083,576085,-2,0,✅ 自然增长
39,809320,后室：深入探索,7.8,1257480,1249756,7724,1056457,1050217,6240,1724,1710,14,63945,63620,325,0,✅ 自然增长
40,827946,攀爬动物,8.8,1683385,1675784,7601,1223390,1218502,4888,3622,3602,20,78,78,0,0,✅ 自然增长
41,171957,练枪皇帝,7.4,4308525,4301111,7414,3323607,3318328,5279,1617,1615,2,64,64,0,30,🟢 自然增长为主
42,130651,战双帕弥什,8.1,18285753,18278386,7367,7935028,7933014,2014,139447,139439,8,1091198,1091199,-1,5,✅ 自然增长
43,767047,超人飞行模拟器,5.3,215682,208392,7290,197149,191086,6063,215,210,5,6853,6853,0,15,🟢 自然增长为主
44,227077,猛鬼宿舍,5.7,6903418,6896404,7014,3818605,3814006,4599,8914,8914,0,13691,13691,0,50,🟡 可能有广告
45,838479,单机推理杀,9.7,739369,732369,7000,654743,648579,6164,1954,1942,12,0,0,0,0,✅ 自然增长
46,751029,我要当老祖,7.6,659093,652141,6952,502027,496987,5040,2359,2345,14,39664,39667,-3,0,✅ 自然增长
47,247977,再玩亿关,9.2,5654604,5648034,6570,3918278,3913940,4338,11803,11790,13,0,0,0,0,✅ 自然增长
48,191385,逆水寒,7.3,15100309,15094004,6305,10330084,10326197,3887,48403,48396,7,1775647,1775661,-14,0,✅ 自然增长
49,755604,遗忘之海,6.4,1459779,1453513,6266,2105606,2103434,2172,8659,8630,29,1553618,1553779,-161,0,✅ 自然增长
50,733908,失控进化,7.4,1752330,1746142,6188,4850955,4842212,8743,15346,15336,10,3157063,3157137,-74,0,✅ 自然增长
51,256328,海底大猎杀,5.0,4962336,4956247,6089,3388888,3384735,4153,3182,3179,3,0,0,0,15,🟢 自然增长为主
52,2247,火影忍者,6.0,15087422,15081529,5893,26419269,26404795,14474,66424,66376,48,3,3,0,0,✅ 自然增长
53,832093,小画家模拟2,9.3,77019,71132,5887,79863,74687,5176,1498,1370,128,26670,26655,15,0,✅ 自然增长
54,900069,古玩人生,9.1,19897,14066,5831,18518,12933,5585,127,114,13,0,0,0,0,✅ 自然增长
55,267034,Simple,8.6,466611,460811,5800,298937,297330,1607,1777,1776,1,181920,181917,3,40,🟡 可能有广告
56,720041,潜水员戴夫,8.9,2470981,2465236,5745,3067651,3062937,4714,10619,10586,33,1535432,1535455,-23,0,✅ 自然增长
57,747818,重返校园,5.8,1774957,1769270,5687,1588921,1584419,4502,1563,1560,3,118607,118563,44,15,🟢 自然增长为主
58,716987,追迹迷城,9.4,171798,166275,5523,145106,141304,3802,1682,1648,34,39505,39485,20,0,✅ 自然增长
59,316964,蔚蓝档案,8.5,6577716,6572341,5375,3826956,3824118,2838,21751,21732,19,877499,877508,-9,0,✅ 自然增长
60,7698,可口的比萨,7.3,4663639,4658297,5342,3645905,3642570,3335,12615,12609,6,160708,160715,-7,0,✅ 自然增长
61,860950,翡翠经营模拟器,8.9,885364,880143,5221,811664,807136,4528,1742,1735,7,0,0,0,0,✅ 自然增长
62,737935,超市经理模拟器,8.4,2807686,2802491,5195,1990158,1986465,3693,22725,22667,58,0,0,0,0,✅ 自然增长
63,61244,汤姆猫跑酷,7.1,3322276,3317099,5177,3174650,3168368,6282,3103,3099,4,1207,1207,0,15,🟢 自然增长为主
64,712249,手办模特,8.4,5012610,5007483,5127,4116028,4111990,4038,2411,2409,2,152850,152850,0,15,🟢 自然增长为主
65,760944,魂坠深境,8.7,295184,290085,5099,267377,263512,3865,5943,5837,106,73226,73244,-18,0,✅ 自然增长
66,397030,超级收纳馆2,4.5,5743896,5738836,5060,4217486,4213985,3501,3185,3179,6,42361,42347,14,0,✅ 自然增长
67,235098,五子棋（TapTap测试版）,7.4,4223755,4218855,4900,3106357,3102433,3924,5142,5138,4,968,968,0,15,🟢 自然增长为主
68,188212,洛克王国：世界,7.3,6621109,6616237,4872,11036445,11028541,7904,70731,70710,21,3896873,3896938,-65,0,✅ 自然增长
69,215836,车祸模拟器,4.4,3593605,3588789,4816,2211987,2208967,3020,2109,2106,3,0,0,0,15,🟢 自然增长为主
70,759961,江城创业记,7.6,13944,9199,4745,63254,59930,3324,396,274,122,58387,58449,-62,0,✅ 自然增长
71,726060,球球旅行记,7.5,2159957,2155327,4630,1680468,1676795,3673,2483,2478,5,25935,25935,0,0,✅ 自然增长
72,656640,我独自生活,9.0,3217420,3212890,4530,2743574,2739871,3703,9165,9148,17,119412,119416,-4,0,✅ 自然增长
73,242251,我的休闲时光,8.9,5911587,5907173,4414,3899504,3896514,2990,74807,74742,65,285586,285591,-5,0,✅ 自然增长
74,13910,贪吃蛇大作战,6.6,4339035,4334627,4408,6986400,6978864,7536,6735,6733,2,0,0,0,15,🟢 自然增长为主
75,233514,苍翼：混沌效应,9.0,5232190,5227866,4324,3282006,3280177,1829,14343,14334,9,539978,539986,-8,0,✅ 自然增长
76,851434,练枪大师,8.0,411414,407091,4323,331368,327925,3443,146,145,1,0,0,0,30,🟢 自然增长为主
77,837252,崇祯直聘：明末官场沉浮模拟器,9.7,348274,343952,4322,323909,320065,3844,3835,3808,27,0,0,0,0,✅ 自然增长
78,229966,永劫无间,6.8,11979473,11975191,4282,13976143,13973950,2193,37529,37524,5,7034148,7034192,-44,0,✅ 自然增长
79,810170,织梦森林,7.6,470531,466368,4163,278882,276943,1939,591,587,4,21329,21329,0,15,🟢 自然增长为主
80,240388,小小梦魇,8.6,1479546,1475397,4149,2377913,2374968,2945,3632,3628,4,1470411,1470429,-18,15,🟢 自然增长为主
81,746164,夜幕之下,7.2,1882258,1878121,4137,2479496,2477030,2466,18627,18610,17,1713952,1714028,-76,0,✅ 自然增长
82,223138,萤火突击,7.0,8191677,8187569,4108,5983360,5981291,2069,17573,17566,7,825383,825388,-5,0,✅ 自然增长
83,60809,喵斯快跑,8.9,16600331,16596287,4044,6137976,6137138,838,143611,143606,5,129737,129737,0,5,✅ 自然增长
84,809520,CuteGo,7.1,477896,473906,3990,424198,420741,3457,644,632,12,0,0,0,0,✅ 自然增长
85,139301,使命召唤手游,7.6,13121809,13117941,3868,19942227,19936378,5849,72900,72899,1,3724730,3724733,-3,30,🟢 自然增长为主
86,813133,善良都市,4.3,402162,398316,3846,363028,359730,3298,617,612,5,89360,89199,161,0,✅ 自然增长
87,898983,外卖单王模拟器,8.3,9574,5749,3825,9145,5450,3695,29,26,3,0,0,0,15,🟢 自然增长为主
88,159465,一念逍遥,6.8,9065654,9061852,3802,4049812,4047825,1987,53568,53567,1,302552,302553,-1,30,🟢 自然增长为主
89,216941,遨游城市遨游中国卡车模拟器,4.9,4795606,4791818,3788,2776647,2773949,2698,4916,4914,2,0,0,0,15,🟢 自然增长为主
90,12492,阴阳师,7.4,14049640,14045918,3722,5069416,5067688,1728,59227,59225,2,9637,9637,0,15,🟢 自然增长为主
91,247283,无限暖暖,6.6,7165426,7161739,3687,5289750,5288377,1373,51281,51270,11,2522934,2522978,-44,5,✅ 自然增长
92,151171,崽崽ZEPETO,7.1,902774,899095,3679,2123271,2118866,4405,1898,1894,4,0,0,0,0,✅ 自然增长
93,301888,Milthm（TapTap测试版）,9.5,2145090,2141412,3678,1247318,1245399,1919,5361,5358,3,125617,125619,-2,15,🟢 自然增长为主
94,899155,逃出后室,7.2,40767,37108,3659,39985,36438,3547,43,42,1,0,0,0,30,🟢 自然增长为主
95,899626,判卷捞人,8.0,35566,32013,3553,33972,30584,3388,44,43,1,0,0,0,30,🟢 自然增长为主
96,221062,重返未来：1999,7.3,10897761,10894292,3469,6291980,6290667,1313,55917,55910,7,1624315,1624326,-11,5,✅ 自然增长
97,245534,靶场训练营,8.6,21734,18371,3363,25665,23304,2361,32,26,6,8122,8112,10,0,✅ 自然增长
98,2334,滚动的天空,7.6,6734552,6731222,3330,3786902,3784291,2611,14423,14416,7,336,336,0,0,✅ 自然增长
99,218210,以闪亮之名,9.1,7415532,7412203,3329,5355580,5354111,1469,42192,42171,21,2233407,2233427,-20,0,✅ 自然增长
100,386859,甜瓜沙盒,5.4,1445936,1442609,3327,1267836,1265181,2655,1603,1597,6,0,0,0,0,✅ 自然增长
101,903578,国运擂台：我召唤华夏诸神,7.4,22269,18961,3308,20397,17423,2974,58,52,6,0,0,0,0,✅ 自然增长
