rank,id,title,score,download_count,prev_download_count,new_downloads,fans_count,prev_fans_count,new_fans,review_count,prev_review_count,new_reviews,reserve_count,prev_reserve_count,new_reserves,ad_score,ad_level
1,784122,闪耀吧！噜咪,7.9,176991,94204,82787,375112,329095,46017,2655,1167,1488,301323,302059,-736,0,✅ 自然增长
2,43639,我的世界：移动版,6.6,68782754,68742230,40524,40091656,40074343,17313,125533,125520,13,473135,473135,0,15,🟢 自然增长为主
3,904220,矿石粉碎者,6.4,17156,0,17156,15468,15355,113,42,42,0,3,3,0,90,🔴 高概率广告导入
4,168332,原神,7.9,92152551,92137062,15489,38968068,38963146,4922,506355,506348,7,3114650,3114654,-4,25,🟢 自然增长为主
5,243110,王者万象棋,6.6,651147,635801,15346,2329626,2247680,81946,4114,3987,127,1184465,1184686,-221,0,✅ 自然增长
6,165287,Phigros,9.5,55175433,55161208,14225,18697652,18692104,5548,105188,105185,3,49396,49397,-1,40,🟡 可能有广告
7,933254,人生模拟器,9.0,20254,7267,12987,19965,7158,12807,38,18,20,0,0,0,0,✅ 自然增长
8,62448,光·遇,7.9,45257122,45245482,11640,22417021,22412120,4901,138658,138642,16,1082049,1082050,-1,0,✅ 自然增长
9,58881,香肠派对,8.6,275247735,275236136,11599,43359016,43356904,2112,731097,731085,12,850335,850335,0,5,✅ 自然增长
10,330259,三角洲行动,5.5,21185515,21175285,10230,34828721,34813568,15153,52425,52400,25,3623909,3623917,-8,0,✅ 自然增长
11,206776,蛋仔派对,7.8,40600883,40591284,9599,38830266,38821544,8722,50657,50653,4,249498,249498,0,15,🟢 自然增长为主
12,45213,心动小镇,8.6,61068745,61059708,9037,39560423,39556192,4231,249427,249407,20,2402492,2402510,-18,0,✅ 自然增长
13,714119,异环,7.1,8676143,8667652,8491,9422404,9420232,2172,63366,63437,-71,6284638,6284790,-152,60,🟡 可能有广告
14,2301,王者荣耀,5.0,53676545,53668192,8353,98474198,98459144,15054,371981,371973,8,4327,4327,0,15,🟢 自然增长为主
15,234280,鸣潮,7.1,23675568,23668049,7519,13461077,13458472,2605,155663,155658,5,4395676,4395721,-45,25,🟢 自然增长为主
16,213181,深空之眼,8.7,8461122,8453727,7395,3981540,3979919,1621,164788,164766,22,653245,653247,-2,5,✅ 自然增长
17,714123,超自然行动组,7.0,18389602,18382259,7343,12747444,12743955,3489,41617,41590,27,2806,2806,0,0,✅ 自然增长
18,49995,第五人格,7.3,30284334,30277042,7292,22843686,22839944,3742,94920,94915,5,1531321,1531321,0,15,🟢 自然增长为主
19,239372,燕云十六声,7.1,15277364,15270139,7225,10645355,10642183,3172,39396,39397,-1,2167717,2167743,-26,50,🟡 可能有广告
20,766061,宝石战争,8.4,86312,79728,6584,82862,80479,2383,556,521,35,73233,73343,-110,0,✅ 自然增长
21,224267,崩坏：星穹铁道,7.5,32691881,32685353,6528,19727395,19725060,2335,131161,131114,47,4293846,4293870,-24,0,✅ 自然增长
22,176937,金铲铲之战,6.4,16057373,16050927,6446,30544040,30534742,9298,38890,38875,15,1310819,1310821,-2,0,✅ 自然增长
23,12492,阴阳师,7.4,14398704,14392555,6149,5204099,5201048,3051,59422,59414,8,9636,9636,0,0,✅ 自然增长
24,54031,植物大战僵尸2,6.2,15711864,15706102,5762,10204210,10200007,4203,26160,26156,4,0,0,0,15,🟢 自然增长为主
25,70253,明日方舟,8.1,34256374,34250963,5411,12630260,12627861,2399,196558,196557,1,576071,576071,0,30,🟢 自然增长为主
26,34751,元气骑士,8.6,38456613,38451275,5338,20653107,20650152,2955,148130,148134,-4,28380,28380,0,50,🟡 可能有广告
27,923653,滴滴跑车：从负债开局开到临江首富,7.8,108409,103297,5112,104210,99443,4767,68,63,5,113,113,0,15,🟢 自然增长为主
28,234493,绝区零,6.7,17931369,17926286,5083,14125376,14123280,2096,114444,114450,-6,7221707,7221763,-56,50,🟡 可能有广告
29,892953,高三最后300天,9.4,641800,636744,5056,619317,614556,4761,2934,2923,11,0,0,0,0,✅ 自然增长
30,722210,无畏契约：源能行动,7.7,8679195,8674172,5023,17282914,17274743,8171,18398,18398,0,3843263,3843280,-17,50,🟡 可能有广告
31,281223,诡秘之主,6.9,2100486,2095647,4839,3036208,3035628,580,19454,19429,25,2260684,2261145,-461,5,✅ 自然增长
32,194610,泰拉瑞亚,8.9,18607824,18603185,4639,8176679,8175475,1204,116395,116389,6,1266652,1266656,-4,5,✅ 自然增长
33,220156,元气骑士前传,5.6,5786462,5781935,4527,6152939,6152247,692,98602,98161,441,2767104,2767118,-14,0,✅ 自然增长
34,221062,重返未来：1999,7.3,11011593,11007159,4434,6324028,6322848,1180,55946,56005,-59,1624116,1624125,-9,40,🟡 可能有广告
35,815993,TapAim,7.3,4597296,4593052,4244,3270889,3268086,2803,1348,1351,-3,29521,29521,0,30,🟢 自然增长为主
36,239090,如鸢,6.3,2811125,2807113,4012,2978598,2977726,872,31501,31477,24,1987311,1987328,-17,0,✅ 自然增长
37,760944,魂坠深境,8.7,437710,433833,3877,397271,394055,3216,8496,8392,104,72949,72960,-11,0,✅ 自然增长
38,720041,潜水员戴夫,8.9,2611056,2607219,3837,3166894,3164097,2797,10911,10909,2,1535009,1535023,-14,15,🟢 自然增长为主
39,188212,洛克王国：世界,7.3,6735167,6731372,3795,11168595,11165594,3001,70371,70404,-33,3895144,3895261,-117,30,🟢 自然增长为主
40,70056,和平精英,7.1,55552359,55548713,3646,85147105,85137181,9924,197888,197890,-2,2231606,2231607,-1,30,🟢 自然增长为主
41,241790,Phigrim（TapTap测试版）,8.0,5040188,5036560,3628,3239560,3237148,2412,4855,4852,3,374862,374864,-2,15,🟢 自然增长为主
